Kanji,StrokeCount,MeaningOne,MeaningTwo,MeaningThree,MeaningFour,MeaningFive,MeaningSix,MeaningSeven,MeaningEight,MeaningNine,MeaningTen
嫻,15,elegant,refined,skillful,,,,,,,
嬌,15,attractive,,,,,,,,,
嬋,15,beautiful,,,,,,,,,
嬖,16,agreeable,,,,,,,,,
嬲,17,sport,ridicule,tease,,,,,,,
嫐,13,frolic,play,flirt,,,,,,,
嬪,17,bride,marriage,,,,,,,,
嬶,17,wife,(kokuji),,,,,,,,
嬾,19,lazy,languid,,,,,,,,
孃,20,girl,Miss,daughter,,,,,,,
孅,20,delicate,,,,,,,,,
孀,20,widow,,,,,,,,,
孑,3,mosquito,,,,,,,,,
孕,5,become,,,,,,,,,
孚,7,sincere,nourish,encase,,,,,,,
孛,7,comet,dark,obscure,,,,,,,
孥,8,child,wife,servant,slave,,,,,,
孩,9,baby,infancy,,,,,,,,
孰,11,which,how,who,,,,,,,
孳,12,increase,bear,,,,,,,,
孵,14,hatch,incubate,,,,,,,,
學,16,learning,knowledge,school,,,,,,,
斈,7,learning,knowledge,school,,,,,,,
孺,17,child,,,,,,,,,
宀,3,shaped,katakana,,,,,,,,
它,5,other,,,,,,,,,
宦,10,official,,,,,,,,,
宸,10,eaves,palace,imperial,,,,,,,
寃,11,grievance,injustice,wrong,,,,,,,
寇,11,bandits,thieves,enemy,invade,,,,,,
寉,11,crane,,,,,,,,,
寔,12,real,genuine,actual,,,,,,,
寐,12,sleep,,,,,,,,,
寤,14,awake,understand,,,,,,,,
實,14,truth,reality,,,,,,,,
寢,14,sleep,rest,bed,,,,,,,
寞,13,lonely,quiet,,,,,,,,
寥,14,lonely,,,,,,,,,
寫,15,be,copy,describe,,,,,,,
寰,16,imperial,world,,,,,,,,
寶,20,treasure,jewel,precious,rare,,,,,,
寳,19,treasure,jewel,precious,rare,,,,,,
尅,10,subdue,destroy,overcome,,,,,,,
將,11,commander,general,admiral,,,,,,,
專,11,specialty,exclusive,mainly,solely,,,,,,
對,14,correct,right,facing,opposed,,,,,,
尓,5,you,that,,,,,,,,
尠,13,at,not,,,,,,,,
尢,3,crooked-big,,,,,,,,,
尨,7,shaggy,,,,,,,,,
尸,3,corpse,remains,flag,,,,,,,
尹,4,an,,,,,,,,,
屁,7,fart,passing,,,,,,,,
屆,8,reach,arrive,report,notify,forward,,,,,
屎,9,shit,excrement,,,,,,,,
屓,10,exerting,,,,,,,,,
屏,9,wall,fence,,,,,,,,
孱,12,weak,steep,,,,,,,,
屬,21,genus,subordinate,belong,affiliated,,,,,,
屮,3,left,old,,,,,,,,
乢,4,mountain,,,,,,,,,
屶,5,used,(kokuji),,,,,,,,
屹,6,towering,,,,,,,,,
岌,7,high,dangerous,,,,,,,,
岑,7,peak,mountaintop,,,,,,,,
岔,7,fork,,,,,,,,,
妛,7,despise,contempt,ugly,same,(phantom,,,,,
岫,8,gorge,ravine,in,cape,promontory,,,,,
岻,8,name,,,,,,,,,
岶,8,dense,,,,,,,,,
岼,8,level,(kokuji),,,,,,,,
岷,8,name,name,,,,,,,,
峅,8,shrine,(kokuji),,,,,,,,
岾,8,mountain,,,,,,,,,
峇,9,mountain,,,,,,,,,
峙,9,tower,soar,,,,,,,,
峩,10,lofty,,,,,,,,,
峽,10,gorge,strait,ravine,isthmus,,,,,,
峺,10,obstruct,,,,,,,,,
峭,10,high,,,,,,,,,
嶌,14,island,,,,,,,,,
峪,10,ravine,,,,,,,,,
崋,10,name,,,,,,,,,
崕,11,cliff,bluff,precipice,,,,,,,
崗,11,hill,,,,,,,,,
嵜,12,steep,promontory,,,,,,,,
崟,11,peak,mountaintop,steep,lofty,,,,,,
崛,11,high,,,,,,,,,
崑,11,place,,,,,,,,,
崔,11,cliff,bluff,precipice,,,,,,,
崢,11,high,steep,,,,,,,,
崚,11,mountains,,,,,,,,,
崙,11,place,,,,,,,,,
崘,11,Kunlun,,,,,,,,,
嵌,12,go,plunge,inlay,,,,,,,
嵒,12,rock,,,,,,,,,
嵎,12,mountain,,,,,,,,,
嵋,12,place,,,,,,,,,
嵬,13,high,,,,,,,,,
嵳,13,high,towering,irregular,rugged,,,,,,
嵶,13,mountain,,,,,,,,,
嶇,14,steep,,,,,,,,,
嶄,14,steep,,,,,,,,,
嶂,14,steep,lofty,,,,,,,,
嶢,15,high,towering,,,,,,,,
嶝,15,hill,uphill,,,,,,,,
嶬,16,high,steep,,,,,,,,
嶮,16,inaccessible,impregnable,steep,sharp,,,,,,
嶽,17,peak,,,,,,,,,
嶐,14,shape,,,,,,,,,
嶷,17,wise,,,,,,,,,
嶼,16,island,,,,,,,,,
巉,20,rising,rising,,,,,,,,
巍,21,high,,,,,,,,,
巓,22,summit,,,,,,,,,
巒,22,small,,,,,,,,,
巖,23,rock,crag,boulder,,,,,,,
巛,3,curving,,,,,,,,,
巫,7,sorcerer,medium,shrine,,,,,,,
已,3,stop,halt,previously,already,long,,,,,
巵,7,large,apt,fitting,,,,,,,
帋,7,paper,stationary,document,,,,,,,
帚,8,broom,,,,,,,,,
帙,8,Japanese,,,,,,,,,
帑,8,money,,,,,,,,,
帛,8,cloth,,,,,,,,,
帶,11,belt,girdle,band,strap,zone,,,,,
帷,11,curtain,screen,,,,,,,,
幄,12,curtain,,,,,,,,,
幃,13,bag,,,,,,,,,
幀,12,making,,,,,,,,,
幎,13,cloth,,,,,,,,,
幗,14,woman's,veil,,,,,,,,
幔,14,curtain,,,,,,,,,
幟,15,flag,banner,streamer,,,,,,,
幢,15,flag,banner,,,,,,,,
幤,15,Shinto,bad,humble,gift,,,,,,
幇,12,help,,,,,,,,,
幵,6,put,,,,,,,,,
并,6,put,,,,,,,,,
幺,3,short,,,,,,,,,
麼,14,rope,,,,,,,,,
广,3,dotted,,,,,,,,,
庠,9,school,,,,,,,,,
廁,12,toilet,lavatory,mingle,,,,,,,
廂,12,eaves,canopy,vizor,hallways,,,,,,
廈,13,house,,,,,,,,,
廐,13,barn,stable,,,,,,,,
廏,14,barn,stable,,,,,,,,
廣,15,broad,wide,spacious,,,,,,,
廝,15,servant,,,,,,,,,
廚,15,kitchen,,,,,,,,,
廛,15,fine,shop,store,,,,,,,
廢,15,abrogate,terminate,discard,,,,,,,
廡,15,walking,,,,,,,,,
廨,16,government,,,,,,,,,
廩,16,rice,,,,,,,,,
廬,19,hermitage,,,,,,,,,
廱,21,mild,congenial,block,obstruct,,,,,,
廳,25,hall,central,,,,,,,,
廰,20,government,,,,,,,,,
廴,3,long,,,,,,,,,
廸,8,path,way,guide,lead,proceed,advance,reach,arrive,,
廾,3,twenty,twenty,,,,,,,,
弃,7,reject,abandon,discard,,,,,,,
弉,10,large,powerful,stout,thick,,,,,,
彝,18,moral,,,,,,,,,
彜,16,moral,,,,,,,,,
弋,3,piling,ceremony,,,,,,,,
弑,12,murder,,,,,,,,,
弖,4,phoneme,(kokuji),,,,,,,,
弩,8,bow,,,,,,,,,
弭,9,stop,cease,notches,,,,,,,
弸,11,strong,full,,,,,,,,
彁,13,(phantom,,,,,,,,,
彈,15,bullet,twang,flip,snap,,,,,,
彌,17,extensive,full,fill,complete,,,,,,
彎,22,curve,stretching,,,,,,,,
弯,9,curve,stretching,,,,,,,,
彑,3,pig's,,,,,,,,,
彖,9,divination,,,,,,,,,
彗,11,comet,,,,,,,,,
彙,13,same,collect,classify,category,hedgehog,,,,,
彡,3,three,hair,short,,,,,,,
彭,12,swelling,sound,,,,,,,,
彳,3,stop,linger,loiter,going,,,,,,
彷,7,stray,wander,loiter,,,,,,,
徃,8,journey,chase,let,going,travel,,,,,
徂,8,go,,,,,,,,,
彿,8,dimly,,,,,,,,,
徊,9,wandering,,,,,,,,,
很,9,disobey,dispute,very,go,be,,,,,
徑,10,path,diameter,method,,,,,,,
徇,9,herald,announce,follow,obey,seek,lay,,,,
從,11,from,by,since,whence,through,,,,,
徙,11,move,,,,,,,,,
徘,11,wander,,,,,,,,,
徠,11,induce,encourage,,,,,,,,
徨,12,wandering,,,,,,,,,
徭,13,compulsory,corvee,,,,,,,,
徼,16,seek,enquire,go,border,,,,,,
忖,6,conjecture,,,,,,,,,
忻,7,rejoice,open,,,,,,,,
忤,7,insubordinate,stubborn,wrong,,,,,,,
忸,7,shame,,,,,,,,,
忱,7,sincere,,,,,,,,,
忝,8,grateful,indebted,,,,,,,,
悳,12,ethics,morality,virtue,,,,,,,
忿,8,be,,,,,,,,,
怡,8,rejoice,enjoy,,,,,,,,
恠,9,suspicious,mystery,apparition,,,,,,,
怙,8,depend,rely,father,,,,,,,
怐,8,foolish,fear,,,,,,,,
怩,8,shame,,,,,,,,,
怎,9,why,how,,,,,,,,
怱,9,rush,hurry,be,,,,,,,
怛,8,be,be,fear,,,,,,,
怕,8,fear,worry,afraid,,,,,,,
怫,8,anger,,,,,,,,,
怦,8,in,excited,agitated,,,,,,,
怏,8,dissatisfaction,grudge,,,,,,,,
怺,8,endure,(kokuji),,,,,,,,
恚,10,anger,,,,,,,,,
恁,10,like,thus,,,,,,,,
恪,9,carefulness,,,,,,,,,
恷,10,be,good,nice,,,,,,,
恟,9,fear,,,,,,,,,
恊,9,threaten,,,,,,,,,
恆,9,constant,regular,persistent,,,,,,,
恍,9,unclear,senile,stupid,joke,,,,,,
恣,10,selfish,arbitrary,,,,,,,,
恃,9,depend,,,,,,,,,
恤,9,relieve,have,,,,,,,,
恂,9,sincere,fear,sudden,blinking,,,,,,
恬,9,composure,,,,,,,,,
恫,9,painful,fearful,,,,,,,,
恙,10,illness,,,,,,,,,
悁,10,anger,worry,impatience,,,,,,,
悍,10,rough,clumsy,violent,,,,,,,
惧,11,fear,be,dread,,,,,,,
悃,10,sincerity,,,,,,,,,
悚,10,fear,,,,,,,,,
悛,10,amend,,,,,,,,,
悖,10,be,,,,,,,,,
悗,10,be,,,,,,,,,
悒,10,be,,,,,,,,,
悧,10,clever,,,,,,,,,
悋,10,stingy,,,,,,,,,
惡,12,bad,evil,,,,,,,,
悸,11,pulsate,shudder,,,,,,,,
惠,12,blessing,grace,favor,kindness,,,,,,
惓,12,be,grow,,,,,,,,
悴,11,becoming,son,,,,,,,,
忰,7,suffer,become,haggard,,,,,,,
悽,11,be,be,,,,,,,,
惆,11,grieve,be,,,,,,,,
悵,11,be,,,,,,,,,
惘,11,unclear,be,,,,,,,,
慍,13,be,,,,,,,,,
愕,12,surprised,frightened,,,,,,,,
愆,13,mistake,fault,offence,,,,,,,
惶,12,fear,,,,,,,,,
惷,13,confusion,foolish,,,,,,,,
愀,12,respect,,,,,,,,,
惴,12,fear,be,,,,,,,,
惺,12,realize,,,,,,,,,
愃,12,abundant,generous,,,,,,,,
愡,12,meaningless,foot,,,,,,,,
惻,12,be,,,,,,,,,
惱,12,angered,filled,,,,,,,,
愍,13,pity,mercy,compassion,,,,,,,
愎,12,go,disobey,,,,,,,,
慇,14,courtesy,,,,,,,,,
愾,13,anger,breathlessness,,,,,,,,
愨,14,respectful,sincerely,,,,,,,,
愧,13,feel,shy,,,,,,,,
慊,13,satisfaction,,,,,,,,,
愿,14,respectful,honest,,,,,,,,
愼,13,care,chastity,,,,,,,,
愬,14,complain,,,,,,,,,
愴,13,sad,pathetic,,,,,,,,
愽,13,grieving,,,,,,,,,
慂,14,direct,advise,,,,,,,,
慄,13,fear,,,,,,,,,
慳,15,regret,stinginess,,,,,,,,
慷,14,weep,grieve,,,,,,,,
慘,14,sad,pitiful,wretched,cruel,,,,,,
慙,15,ashamed,humiliated,shameful,,,,,,,
慚,14,feel,,,,,,,,,
慫,15,advise,persuade,,,,,,,,
慴,14,fear,threaten,,,,,,,,
慯,14,be,grieve,,,,,,,,
慥,14,certainly,doubtless,,,,,,,,
慱,14,grieving,,,,,,,,,
慟,14,be,grieve,,,,,,,,
慝,14,bad,evil,disaster,,,,,,,
慓,14,fast,quick,,,,,,,,
慵,14,languid,,,,,,,,,
憙,16,rejoice,like,prefer,exclamation,,,,,,
憖,16,thoughtlessly,,,,,,,,,
憇,15,rest,take,,,,,,,,
憬,15,yearn,aspire,admire,,,,,,,
憔,15,get,,,,,,,,,
憚,15,hesitate,shrink,awe,,,,,,,
憊,16,fatigue,,,,,,,,,
憑,16,depend,rely,evidence,proof,according,possess,haunt,,,
憫,15,anxiety,mercy,,,,,,,,
憮,15,disappointment,,,,,,,,,
懌,16,rejoice,,,,,,,,,
懊,16,in,provoking,irritating,impatient,vexed,,,,,
應,17,answer,yes,OK,reply,accept,,,,,
懷,19,pocket,feelings,heart,yearn,miss,become,bosom,breast,,
懈,16,laziness,,,,,,,,,
懃,17,courtesy,,,,,,,,,
懆,16,unease,,,,,,,,,
憺,16,calm,quiet,move,,,,,,,
懋,17,strive,flourish,,,,,,,,
罹,16,catch,get,,,,,,,,
懍,16,fear,tremble,,,,,,,,
懦,17,weakness,cowardice,,,,,,,,
懣,18,worry,agony,anger,,,,,,,
懶,19,languid,be,be,,,,,,,
懺,20,regret,repent,confess,,,,,,,
懴,18,remorse,,,,,,,,,
懿,22,beautiful,splendid,,,,,,,,
懽,20,rejoice,,,,,,,,,
懼,21,fear,overawed,,,,,,,,
懾,21,fear,,,,,,,,,
戀,23,in,yearn,miss,darling,,,,,,
戈,4,halberd,arms,festival,float,tasselled,,,,,
戉,5,warrior,arms,savage,Ainu,,,,,,
戍,6,protection,,,,,,,,,
戌,6,sign,7-9PM,eleventh,,,,,,,
戔,8,damage,remain,slight,,,,,,,
戛,11,halberd,,,,,,,,,
戡,13,victory,,,,,,,,,
截,14,cut,sever,,,,,,,,
戮,15,kill,,,,,,,,,
戰,16,war,fighting,battle,,,,,,,
戲,17,play,frolic,sport,,,,,,,
戳,18,poke,prod,,,,,,,,
扁,9,level,small,,,,,,,,
扎,4,pull,tie,prick,stab,,,,,,
扞,6,restrain,,,,,,,,,
扣,6,knock,strike,rap,tap,button,,,,,
扛,6,raise,,,,,,,,,
扠,6,well,now,,,,,,,,
扨,6,well,now,(kokuji),,,,,,,
扼,7,command,dominate,prevent,obstruct,,,,,,
抂,7,disorder,,,,,,,,,
抉,7,gouge,hollow,bore,pry,,,,,,
找,7,look,seek,make,,,,,,,
抒,7,tell,10**24,,,,,,,,
抓,7,pick,pinch,summarize,,,,,,,
抖,7,shake,jiggle,,,,,,,,
拔,8,extract,pull,pilfer,quote,remove,omit,,,,
抃,7,strike,,,,,,,,,
抔,7,and,,,,,,,,,
拗,8,crooked,twisted,distorted,perverted,cross,,,,,
拑,8,shut,,,,,,,,,
抻,8,stretch,extend,,,,,,,,
拏,9,catch,arrest,,,,,,,,
拿,10,catch,arrest,,,,,,,,
拆,8,to,to,to,,,,,,,
擔,16,carry,bear,undertake,,,,,,,
拈,8,twirl,twist,twiddle,wring,,,,,,
拜,9,worship,adore,pray,,,,,,,
拌,8,stir,,,,,,,,,
拊,8,slap,strike,,,,,,,,
拂,8,clear,sweep,,,,,,,,
拇,8,thumb,,,,,,,,,
抛,7,hurl,,,,,,,,,
拉,8,Latin,kidnap,crush,,,,,,,
挌,9,strike,hit,fight,,,,,,,
拮,9,be,,,,,,,,,
拱,9,arch,fold,,,,,,,,
挧,9,Japanese,(phantom,,,,,,,,
挂,9,hang,,,,,,,,,
挈,10,carry,,,,,,,,,
拯,9,help,,,,,,,,,
拵,9,make,prepare,arrange,,,,,,,
捐,10,throw,,,,,,,,,
挾,10,put,insert,jam,get,sandwich,,,,,
捍,10,defend,protect,,,,,,,,
搜,13,search,seek,investigate,,,,,,,
捏,10,knead,mix,,,,,,,,
掖,11,side,carry,,,,,,,,
掎,11,pull,hold,,,,,,,,
掀,11,raise,hoist,,,,,,,,
掫,11,night,rake,,,,,,,,
捶,11,strike,whip,slap,,,,,,,
掣,12,pull,restrain,,,,,,,,
掏,11,pickpocket,,,,,,,,,
掉,11,shake,,,,,,,,,
掟,11,law,commandments,regulations,,,,,,,
掵,11,alluvial,,,,,,,,,
捫,11,to,,,,,,,,,
捩,10,screw,twist,wrench,distort,,,,,,
掾,12,help,subordinate,obsolete,,,,,,,
揩,12,wipe,,,,,,,,,
揀,12,select,,,,,,,,,
揆,12,category,plan,drumstick,,,,,,,
揣,12,conjecture,,,,,,,,,
揉,12,rub,massage,shampoo,debate,train,coach,worry,get,,
插,12,insert,stick,plant,,,,,,,
揶,12,tease,play,,,,,,,,
揄,12,pull,tease,play,,,,,,,
搖,13,wag,swing,wave,shake,scull,,,,,
搴,14,take,hoist,pull,shrink,,,,,,
搆,13,pull,cause,,,,,,,,
搓,13,braid,cut,,,,,,,,
搦,13,bind,tie,approx.,,,,,,,
搶,13,thrust,poke,come,assemble,,,,,,
攝,21,surrogate,act,,,,,,,,
搗,13,pound,husk,,,,,,,,
搨,13,trace,rub,,,,,,,,
搏,13,seize,spring,strike,,,,,,,
摧,14,break,smash,crush,familiar,popular,,,,,
摯,15,gift,seriousness,,,,,,,,
摶,14,roll,slap,,,,,,,,
摎,14,tie,coil,,,,,,,,
攪,23,disturb,throw,,,,,,,,
撕,15,warn,break,rend,tear,,,,,,
撓,15,bend,train,lithe,,,,,,,
撥,15,brush,reject,exclude,eliminate,bone,,,,,
撩,15,disorder,,,,,,,,,
撈,15,catch,,,,,,,,,
撼,16,move,,,,,,,,,
擒,16,capture,a,,,,,,,,
擅,16,self-indulgent,,,,,,,,,
擇,16,select,choose,pick,,,,,,,
撻,16,whip,flog,strike,,,,,,,
擘,17,tear,,,,,,,,,
擂,16,grind,mash,grate,,,,,,,
擱,17,lay,put,,,,,,,,
擧,17,raise,plan,project,behavior,actions,,,,,
舉,16,raise,plan,project,behavior,actions,,,,,
擠,17,push,,,,,,,,,
擡,17,lift,raise,,,,,,,,
抬,8,lift,carry,,,,,,,,
擣,17,pound,,,,,,,,,
擯,17,push,reject,,,,,,,,
攬,25,hold,,,,,,,,,
擶,18,straighten,,,,,,,,,
擴,18,broaden,extend,expand,enlarge,,,,,,
擲,18,hit,resign,,,,,,,,
擺,18,push,,,,,,,,,
攀,19,climb,scale,,,,,,,,
擽,18,tickle,funny,,,,,,,,
攘,20,chase,steal,,,,,,,,
攜,21,carry,armed,bring,,,,,,,
攅,18,gather,come,,,,,,,,
攤,22,open,broaden,apportion,,,,,,,
攣,23,crooked,bent,,,,,,,,
攫,23,abduct,,,,,,,,,
攴,4,strike,hit,folding,,,,,,,
攵,4,strike,hit,folding,,,,,,,
攷,6,examine,test,investigate,,,,,,,
收,6,income,,,,,,,,,
攸,7,relaxed,at,place,,,,,,,
畋,9,till,cultivate,hunting,,,,,,,
效,10,result,effect,effectiveness,,,,,,,
敖,11,play,be,,,,,,,,
敕,11,an,,,,,,,,,
敍,11,express,state,relate,narrate,,,,,,
敘,11,express,state,relate,narrate,,,,,,
敞,12,high,broad,spacious,,,,,,,
敝,12,be,be,be,,,,,,,
敲,14,strike,beat,hit,,,,,,,
數,15,number,strength,fate,law,figures,,,,,
斂,17,tighten,stiffen,,,,,,,,
斃,18,kill,die,,,,,,,,
變,23,change,strange,,,,,,,,
斛,11,measure,ten,unit,about,,,,,,
斟,13,dip,estimate,,,,,,,,
斫,9,cut,,,,,,,,,
斷,18,sever,cut,interrupt,,,,,,,
旃,10,woollen,,,,,,,,,
旆,10,flag,,,,,,,,,
旁,10,RHS,at,,,,,,,,
旄,10,tassel,long,old,,,,,,,
旌,11,flag,praise,,,,,,,,
旒,13,counter,,,,,,,,,
旛,18,flag,,,,,,,,,
旙,16,a,a,,,,,,,,
无,4,nothing,not,crooked,,,,,,,
旡,5,sob,choke,crooked,,,,,,,
旱,7,drought,dry,,,,,,,,
杲,8,clear,high,,,,,,,,
昊,8,sky,big,,,,,,,,
昃,8,decline,go,sunset,,,,,,,
旻,8,the,,,,,,,,,
杳,8,darkness,dimly,,,,,,,,
昵,9,reconcile,become,,,,,,,,
昶,9,long,clear,,,,,,,,
昴,9,the,,,,,,,,,
昜,9,open,sun,,,,,,,,
晏,10,late,quiet,sets,,,,,,,
晄,10,clear,,,,,,,,,
晉,10,advance,,,,,,,,,
晁,10,proper,,,,,,,,,
晞,11,dry,expose,,,,,,,,
晝,11,daytime,daylight,,,,,,,,
晤,11,clear,,,,,,,,,
晧,11,bright,pure,,,,,,,,
晨,11,morning,early,,,,,,,,
晟,10,clear,,,,,,,,,
晢,11,light,shine,,,,,,,,
晰,12,clear,,,,,,,,,
暃,12,be,(phantom,,,,,,,,
暈,13,halo,corona,fade,,,,,,,
暎,12,sun,reflect,,,,,,,,
暉,13,shine,light,,,,,,,,
暄,13,warm,,,,,,,,,
暘,13,sunrise,,,,,,,,,
暝,14,dark,,,,,,,,,
曁,16,and,along,reach,extend,,,,,,
暹,16,sunrise,,,,,,,,,
曉,16,dawn,daybreak,clear,explicit,,,,,,
暾,16,sunrise,sun's,,,,,,,,
暼,16,setting,,,,,,,,,
暸,16,clear,,,,,,,,,
曖,17,dark,not,,,,,,,,
曚,17,darkness,,,,,,,,,
曠,19,wide,worthless,,,,,,,,
昿,9,extensive,wide,broad,empty,,,,,,
曦,20,the,,,,,,,,,
曩,21,before,preceding,earlier,former,past,previously,,,,
曰,4,say,reason,pretext,history,past,flat,,,,
曵,7,trail,tow,drag,pull,,,,,,
曷,9,why,how,when,,,,,,,
朏,9,new,crescent,,,,,,,,
朖,11,clear,bright,distinct,,,,,,,
朞,12,one,,,,,,,,,
朦,17,dim,obscure,,,,,,,,
朧,20,haziness,dreaminess,gloom,,,,,,,
霸,21,supremacy,leadership,,,,,,,,
朮,5,a,a,,,,,,,,
朿,6,thorn,,,,,,,,,
朶,6,branch,,,,,,,,,
杁,6,sluice,spout,floodgate,penstock,(kokuji),,,,,
朸,6,carrying,,,,,,,,,
朷,6,type,,,,,,,,,
杆,7,shield,pole,,,,,,,,
杞,7,river,,,,,,,,,
杠,7,lever,pole,crowbar,carry,,,,,,
杙,7,stake,post,picket,piling,,,,,,
杣,7,timber,lumber,woodcutter,(kokuji),,,,,,
杤,7,type,stable,(kokuji),,,,,,,
枉,8,bend,curve,crooked,perverse,lean,forcibly,against,,,
杰,8,hero,heroic,outstanding,,,,,,,
枩,8,pine,fir,,,,,,,,
杼,8,shuttle,,,,,,,,,
杪,8,twig,treetop,,,,,,,,
枌,8,pine,,,,,,,,,
枋,8,raft,boat,,,,,,,,
枦,8,wax,sumac,,,,,,,,
枡,8,measuring,(kokuji),,,,,,,,
枅,8,rafter,place,,,,,,,,
枷,9,shackles,irons,handcuffs,bonds,,,,,,
柯,9,handle,,,,,,,,,
枴,9,cane,walking,,,,,,,,
柬,9,select,pick,,,,,,,,
枳,9,trifoliate,thorny,,,,,,,,
柩,9,bier,coffin,,,,,,,,
枸,9,quince,,,,,,,,,
柤,9,railing,,,,,,,,,
柞,9,type,,,,,,,,,
柝,9,sounding,,,,,,,,,
柢,9,root,founded,,,,,,,,
柮,9,to,a,,,,,,,,
枹,9,gong,drum,type,,,,,,,
柎,9,raft,calyx,,,,,,,,
柆,9,bent,broken,,,,,,,,
柧,10,corner,spire,goblet,winecup,,,,,,
檜,17,Japanese,,,,,,,,,
栞,10,bookmark,guidebook,,,,,,,,
框,10,framework,,,,,,,,,
栩,10,type,,,,,,,,,
桀,11,measuring,,,,,,,,,
桍,10,type,empty,,,,,,,,
栲,10,sumac,cloth,,,,,,,,
桎,10,fetters,,,,,,,,,
梳,11,comb,,,,,,,,,
栫,10,weir,,,,,,,,,
桙,10,halberd,,,,,,,,,
档,10,bookshelf,archives,,,,,,,,
桷,11,rafter,,,,,,,,,
桿,11,shield,pole,,,,,,,,
梟,11,owl,expose,,,,,,,,
梏,11,manacles,,,,,,,,,
梭,11,shuttle,,,,,,,,,
梔,11,gardenia,,,,,,,,,
條,11,article,counter,clauses,paragraphs,etc.,twig,ray,,,
梛,11,type,,,,,,,,,
梃,11,lever,,,,,,,,,
檮,18,stump,foolish,ignorant,,,,,,,
梹,11,areca,betel,,,,,,,,
桴,11,drumstick,raft,,,,,,,,
梵,11,Sanskrit,purity,Buddhist,,,,,,,
梠,11,a,,,,,,,,,
梺,11,base,(kokuji),,,,,,,,
椏,12,crotch,,,,,,,,,
梍,11,sickle,type,,,,,,,,
桾,11,type,,,,,,,,,
椁,12,outer,,,,,,,,,
棊,12,Japanese,,,,,,,,,
椈,12,oak,,,,,,,,,
棘,12,thorn,splinter,spine,biting,briers,,,,,
椢,12,bottom,box,type,,,,,,,
椦,12,wickerwork,(phantom,,,,,,,,
棡,12,mast,,,,,,,,,
椌,12,type,unadorned,,,,,,,,
棍,12,a,,,,,,,,,
棧,12,crosspiece,,,,,,,,,
棕,12,hemp,,,,,,,,,
椶,13,hemp,,,,,,,,,
椒,12,Japanese,,,,,,,,,
椄,12,graft,,,,,,,,,
棗,12,jujube,,,,,,,,,
棣,12,flowering,,,,,,,,,
椥,12,type,(kokuji),,,,,,,,
棹,12,pole,,,,,,,,,
棠,12,wild,crabapple,,,,,,,,
棯,12,type,,,,,,,,,
椨,12,type,(kokuji),,,,,,,,
椪,12,name,Poona,,,,,,,,
椚,12,oak,(kokuji),,,,,,,,
椣,12,type,(kokuji),,,,,,,,
椡,12,type,(kokuji),,,,,,,,
棆,12,camphor,,,,,,,,,
楹,13,pillar,,,,,,,,,
楷,13,square,correctness,,,,,,,,
楜,13,pepper,,,,,,,,,
楸,13,Japanese,,,,,,,,,
楫,13,sculling,,,,,,,,,
楔,13,wedge,arrowhead,,,,,,,,
楾,13,container,(kokuji),,,,,,,,
楮,13,paper,,,,,,,,,
椹,13,type,,,,,,,,,
楴,13,ornamental,,,,,,,,,
椽,13,rafter,porch,,,,,,,,
楙,13,name,lush,,,,,,,,
椰,13,coconut,,,,,,,,,
楡,13,elm,,,,,,,,,
楞,13,corner,protrusion,,,,,,,,
楝,13,Japanese,,,,,,,,,
榁,13,needle,(kokuji),,,,,,,,
楪,13,lacquered,,,,,,,,,
榲,14,quince,,,,,,,,,
榮,14,flourish,prosperity,honour,glory,splendour,,,,,
槐,14,type,,,,,,,,,
榿,14,alder,,,,,,,,,
槁,14,die,,,,,,,,,
槓,14,lever,,,,,,,,,
榾,14,chip,,,,,,,,,
槎,14,raft,cut,,,,,,,,
寨,14,fort,,,,,,,,,
槊,14,halberd,,,,,,,,,
槝,14,oak,mooring,used,(kokuji),,,,,,
榻,14,chair,,,,,,,,,
槃,14,tub,,,,,,,,,
榧,14,Japanese,plum-yew,,,,,,,,
樮,14,a,(kokuji),,,,,,,,
榑,14,unbarked,,,,,,,,,
榠,14,type,,,,,,,,,
榜,14,rudder,oar,name,,,,,,,
榕,14,evergreen,,,,,,,,,
榴,14,pomegranate,,,,,,,,,
槞,14,cage,(phantom,,,,,,,,
槨,15,outer,,,,,,,,,
樂,15,music,comfort,,,,,,,,
樛,15,bend,droop,undulate,to,to,,,,,
槿,15,rose,,,,,,,,,
權,21,authority,power,rights,,,,,,,
槹,15,well,,,,,,,,,
槲,15,oak,,,,,,,,,
槧,15,printed,,,,,,,,,
樅,15,fir,,,,,,,,,
榱,14,rafter,,,,,,,,,
樞,15,pivot,door,,,,,,,,
槭,15,maple,,,,,,,,,
樔,15,nest,dip,scoop,come,,,,,,
槫,15,hearse,,,,,,,,,
樊,15,cage,fence,pen,enclosure,,,,,,
樒,15,tree,,,,,,,,,
櫁,18,Japanese,,,,,,,,,
樣,15,Esq.,way,manner,situation,polite,,,,,
樓,15,tower,turret,,,,,,,,
橄,16,olive,,,,,,,,,
樌,15,grove,,,,,,,,,
橲,16,Japanese,used,,,,,,,,
樶,16,knot,,,,,,,,,
橸,16,straight,,,,,,,,,
橇,16,sled,sleigh,snowshoes,,,,,,,
橢,16,ellipse,,,,,,,,,
橙,16,bitter,,,,,,,,,
橦,16,pole,,,,,,,,,
橈,16,oar,scull,paddle,,,,,,,
樸,16,bark,,,,,,,,,
樢,15,type,vine,,,,,,,,
